datetime,open,high,low,close,volume,timestamp,gmtoffset
2021-08-03,276.0,277.67,273.1,277.45,508040.0,1627948800,0
2021-08-04,276.82,283.43,276.49,278.79,478155.0,1628035200,0
2021-08-05,277.88,280.0,262.13,268.64,258371.0,1628121600,0
2021-08-06,268.58,269.89,263.12,265.06,248100.0,1628208000,0
2021-08-09,265.16,267.0,258.74,261.25,290492.0,1628467200,0
2021-08-10,261.0,261.0,255.61,256.04,221969.0,1628553600,0
2021-08-11,255.53,255.55,249.02,249.77,234868.0,1628640000,0
2021-08-12,249.59,250.85,246.79,247.54,168437.0,1628726400,0
2021-08-13,247.31,249.33,244.75,248.28,164568.0,1628812800,0
2021-08-16,247.17,253.98,245.72,253.32,179589.0,1629072000,0
2021-08-17,253.53,260.35,252.77,259.92,218650.0,1629158400,0
2021-08-18,259.9,259.9,253.14,253.27,235387.0,1629244800,0
2021-08-19,251.6,263.31,250.1179,263.0,218401.0,1629331200,0
2021-08-20,264.46,267.25,262.01,266.99,206063.0,1629417600,0
2021-08-23,268.33,268.33,261.33,262.82,159110.0,1629676800,0
2021-08-24,264.58,267.88,261.89,267.64,157084.0,1629763200,0
2021-08-25,265.95,269.36,264.86,264.88,174455.0,1629849600,0
2021-08-26,264.58,266.355,261.86,264.13,115421.0,1629936000,0
2021-08-27,263.67,273.81,261.77,268.74,320412.0,1630022400,0
2021-08-30,269.0,270.19,265.39,265.52,180225.0,1630281600,0
2021-08-31,265.64,269.91,264.73,268.77,366812.0,1630368000,0
2021-09-01,268.86,268.86,259.815,265.18,239376.0,1630454400,0
2021-09-02,265.32,272.96,264.83,272.67,246211.0,1630540800,0
2021-09-03,271.39,275.07,270.09,274.75,176683.0,1630627200,0
2021-09-07,274.65,274.65,267.16,268.37,222990.0,1630972800,0
2021-09-08,268.21,268.63,261.17,262.1,272207.0,1631059200,0
2021-09-09,263.58,264.53,258.59,258.71,315357.0,1631145600,0
2021-09-10,262.77,262.77,249.5654,252.39,350274.0,1631232000,0
2021-09-13,254.23,265.19,252.39,262.99,265573.0,1631491200,0
2021-09-14,264.37,264.37,259.31,262.05,260242.0,1631577600,0
2021-09-15,260.6,267.32,260.185,266.11,277918.0,1631664000,0
2021-09-16,266.43,270.03,262.51,269.63,443940.0,1631750400,0
2021-09-17,270.26,279.55,263.805,278.14,898505.0,1631836800,0
2021-09-20,276.04,279.79,272.97,277.39,350103.0,1632096000,0
2021-09-21,279.81,283.81,278.85,279.33,399068.0,1632182400,0
2021-09-22,281.03,281.03,275.12,277.22,259917.0,1632268800,0
2021-09-23,279.08,286.06,276.27,282.74,233049.0,1632355200,0
2021-09-24,282.34,288.53,280.68,287.64,313813.0,1632441600,0
2021-09-27,287.0,289.595,281.665,282.7,218448.0,1632700800,0
2021-09-28,281.35,283.3,275.73,275.84,266044.0,1632787200,0
2021-09-29,277.69,281.15,276.75,280.13,163158.0,1632873600,0
2021-09-30,279.7,282.64,271.29,271.31,343617.0,1632960000,0
2021-10-01,271.21,272.665,260.1,271.51,260697.0,1633046400,0
2021-10-04,269.36,274.75,267.91,269.5,167752.0,1633305600,0
2021-10-05,272.08,275.93,267.18,269.41,305584.0,1633392000,0
2021-10-06,266.98,270.53,261.89,270.51,197862.0,1633478400,0
2021-10-07,273.7,279.82,272.17,277.12,168193.0,1633564800,0
2021-10-08,279.35,280.84,275.65,280.62,131593.0,1633651200,0
2021-10-11,280.97,284.05,278.91,279.13,171383.0,1633910400,0
2021-10-12,280.38,283.77,279.81,280.69,151897.0,1633996800,0
2021-10-13,279.89,280.35,272.39,275.57,194732.0,1634083200,0
2021-10-14,283.11,290.81,279.09,280.04,386942.0,1634169600,0
2021-10-15,281.43,283.65,279.43,280.09,260020.0,1634256000,0
2021-10-18,279.79,280.485,275.91,276.28,209539.0,1634515200,0
2021-10-19,278.6,283.18,276.31,281.92,268157.0,1634601600,0
2021-10-20,284.0,293.58,283.71,290.1,253526.0,1634688000,0
2021-10-21,289.2,296.62,288.3,296.25,286107.0,1634774400,0
2021-10-22,296.26,298.7,293.73,297.89,204698.0,1634860800,0
2021-10-25,299.7,299.7,295.31,297.6,183196.0,1635120000,0
2021-10-26,299.0,302.155,292.42,299.46,200859.0,1635206400,0
2021-10-27,298.51,301.08,295.19,295.62,297213.0,1635292800,0
2021-10-28,301.8,304.0,295.04,297.14,304782.0,1635379200,0
2021-10-29,298.49,300.81,294.61,295.72,392248.0,1635465600,0
2021-11-01,296.36,299.0,292.03,297.97,299695.0,1635724800,0
2021-11-02,299.5,301.975,293.79,294.46,246802.0,1635811200,0
2021-11-03,292.69,305.0,290.31,303.99,246230.0,1635897600,0
2021-11-04,304.0,306.85,299.51,303.05,207069.0,1635984000,0
2021-11-05,304.06,312.52,302.432,304.18,199859.0,1636070400,0
2021-11-08,305.01,306.98,302.07,305.04,128988.0,1636329600,0
2021-11-09,304.42,306.04,303.43,305.38,136487.0,1636416000,0
2021-11-10,306.43,307.58,300.54,302.68,124740.0,1636502400,0
2021-11-11,303.14,312.86,301.37,312.57,222453.0,1636588800,0
2021-11-12,313.39,316.035,312.48,313.22,176244.0,1636675200,0
2021-11-15,313.06,314.7,307.77,308.82,134590.0,1636934400,0
2021-11-16,308.69,313.7,307.97,308.3,199427.0,1637020800,0
2021-11-17,307.48,311.0,306.87,307.75,316584.0,1637107200,0
2021-11-18,309.99,310.0,304.83,306.96,300585.0,1637193600,0
2021-11-19,307.39,307.74,296.725,298.0,263403.0,1637280000,0
2021-11-22,297.86,305.57,295.06,302.89,177579.0,1637539200,0
2021-11-23,303.92,307.485,301.2,306.5,157025.0,1637625600,0
2021-11-24,305.4,309.68,305.4,307.0,135666.0,1637712000,0
2021-11-26,304.12,304.12,291.29,292.42,122487.0,1637884800,0
2021-11-29,296.0,300.75,291.41,297.53,163585.0,1638144000,0
2021-11-30,296.06,298.0,284.83,285.18,421714.0,1638230400,0
2021-12-01,289.31,292.205,281.93,282.28,316980.0,1638316800,0
2021-12-02,281.72,290.33,278.51,288.02,369478.0,1638403200,0
2021-12-03,288.85,289.43,279.52,285.95,253934.0,1638489600,0
2021-12-06,289.26,289.26,281.91,285.05,289242.0,1638748800,0
2021-12-07,289.69,293.26,288.6357,291.13,339583.0,1638835200,0
2021-12-08,292.26,298.16,289.56,297.33,133707.0,1638921600,0
2021-12-09,296.53,298.935,293.34,295.24,184958.0,1639008000,0
2021-12-10,296.04,303.01,295.3,302.98,268639.0,1639094400,0
2021-12-13,304.31,306.58,300.345,300.94,233453.0,1639353600,0
2021-12-14,303.44,306.65,299.62,306.18,207345.0,1639440000,0
2021-12-15,307.17,314.46,305.38,314.0,280736.0,1639526400,0
2021-12-16,313.74,314.005,306.32,306.87,210855.0,1639612800,0
2021-12-17,305.73,308.46,301.0,302.92,542529.0,1639699200,0
2021-12-20,300.0,301.275,294.7,299.05,275126.0,1639958400,0
2021-12-21,301.58,310.52,298.96,308.55,219506.0,1640044800,0
2021-12-22,306.9,316.69,305.99,316.38,164885.0,1640131200,0
2021-12-23,318.28,318.28,313.35,316.73,130450.0,1640217600,0
2021-12-27,318.1,322.53,316.0,322.33,180108.0,1640563200,0
2021-12-28,323.19,325.19,320.62,322.89,90040.0,1640649600,0
2021-12-29,323.79,326.81,321.58,324.88,206527.0,1640736000,0
2021-12-30,327.99,328.1054,320.4,320.68,147783.0,1640822400,0
2021-12-31,320.07,323.96,318.06,318.08,215311.0,1640908800,0
2022-01-03,315.38,316.78,309.7201,316.57,218352.0,1641168000,0
2022-01-04,316.28,317.18,303.76,303.94,255688.0,1641254400,0
2022-01-05,303.83,310.205,301.47,302.21,412515.0,1641340800,0
2022-01-06,295.22,301.345,287.81,291.77,348447.0,1641427200,0
2022-01-07,290.18,293.46,287.07,289.77,339431.0,1641513600,0
2022-01-10,286.18,290.98,285.27,289.7,204849.0,1641772800,0
2022-01-11,291.52,294.92,288.29,294.24,411798.0,1641859200,0
2022-01-12,293.17,297.55,290.79,292.08,212182.0,1641945600,0
2022-01-13,292.1,292.24,285.945,289.19,169458.0,1642032000,0
2022-01-14,290.02,291.78,282.36,286.1,239446.0,1642118400,0
2022-01-18,282.16,282.99,274.42,276.32,270410.0,1642464000,0
2022-01-19,279.17,283.91,275.9778,280.44,277132.0,1642550400,0
2022-01-20,282.62,289.18,279.22,281.05,296777.0,1642636800,0
2022-01-21,281.55,283.84,277.4,278.08,213758.0,1642723200,0
2022-01-24,276.1,280.83,270.01,279.77,299543.0,1642982400,0
2022-01-25,273.47,274.26,263.64,270.21,293310.0,1643068800,0
2022-01-26,270.66,275.59,265.0,268.28,256766.0,1643155200,0
2022-01-27,270.09,283.975,270.09,275.85,517940.0,1643241600,0
2022-01-28,276.88,285.76,273.1997,285.11,351154.0,1643328000,0
2022-01-31,284.83,290.93,282.14,290.48,706624.0,1643587200,0
2022-02-01,292.08,292.25,284.585,287.59,262491.0,1643673600,0
2022-02-02,288.51,298.78,288.31,295.66,280513.0,1643760000,0
2022-02-03,296.78,301.3,295.035,297.61,397147.0,1643846400,0
2022-02-04,293.65,302.3,288.9,298.77,361138.0,1643932800,0
2022-02-07,299.6,301.59,295.88,297.8,241719.0,1644192000,0
2022-02-08,295.23,308.91,295.0,307.63,538837.0,1644278400,0
2022-02-09,310.39,311.225,305.52,307.42,350530.0,1644364800,0
2022-02-10,296.53,322.87,294.59,306.16,755905.0,1644451200,0
2022-02-11,307.13,311.64,300.75,303.23,321216.0,1644537600,0
2022-02-14,302.84,309.47,302.8375,307.51,441954.0,1644796800,0
2022-02-15,310.39,320.08,308.66,319.79,452654.0,1644883200,0
2022-02-16,316.37,324.6,316.37,322.43,352947.0,1644969600,0
2022-02-17,321.42,322.46,318.175,319.84,308830.0,1645056000,0
2022-02-18,319.42,326.0,314.2072,314.87,324562.0,1645142400,0
2022-02-22,313.21,314.1,304.04,307.68,356826.0,1645488000,0
2022-02-23,309.41,312.18,303.33,303.93,225085.0,1645574400,0
2022-02-24,297.75,308.48,295.21,307.53,314652.0,1645660800,0
2022-02-25,308.58,318.85,308.58,318.34,336620.0,1645747200,0
2022-02-28,313.49,313.5,294.02,306.87,1832594.0,1646006400,0
2022-03-01,306.1,313.99,295.235,311.88,13995640.0,1646092800,0
2022-03-02,315.0,323.37,307.15,308.51,1055606.0,1646179200,0
2022-03-03,309.42,316.42,306.53,314.12,589447.0,1646265600,0
2022-03-04,306.13,324.585,304.78,323.63,559011.0,1646352000,0
2022-03-07,321.0,321.0,308.35,311.82,573560.0,1646611200,0
2022-03-08,308.59,312.27,300.4,308.57,623058.0,1646697600,0
2022-03-09,315.84,317.36,309.04,312.25,460483.0,1646784000,0
2022-03-10,308.78,317.03,306.36,316.22,439625.0,1646870400,0
2022-03-11,317.0,319.9,312.1983,313.11,290888.0,1646956800,0
2022-03-14,316.51,317.01,306.54,308.7,397598.0,1647216000,0
2022-03-15,312.45,328.355,308.67,327.77,560015.0,1647302400,0
2022-03-16,329.02,334.31,323.56,329.85,512101.0,1647388800,0
2022-03-17,327.98,337.44,327.51,337.41,421703.0,1647475200,0
2022-03-18,336.69,344.685,330.7,343.35,810616.0,1647561600,0
2022-03-21,343.35,347.62,335.18,337.34,403300.0,1647820800,0
2022-03-22,338.7,341.46,335.92,338.17,239622.0,1647907200,0
2022-03-23,335.16,338.265,331.45,331.86,295633.0,1647993600,0
2022-03-24,332.92,337.97,331.97,337.5,393882.0,1648080000,0
2022-03-25,337.74,340.36,335.0275,340.11,217679.0,1648166400,0
2022-03-28,341.12,343.715,339.87,342.61,317577.0,1648425600,0
2022-03-29,345.09,345.09,338.96,343.43,223037.0,1648512000,0
2022-03-30,343.65,345.015,339.8,341.38,222250.0,1648598400,0
2022-03-31,339.6,341.05,333.335,333.59,388250.0,1648684800,0
2022-04-01,335.65,340.955,334.1,339.41,261192.0,1648771200,0
2022-04-04,338.4,340.53,327.51,328.67,447405.0,1649030400,0
2022-04-05,327.05,334.45,324.79,329.29,354812.0,1649116800,0
2022-04-06,329.46,339.2,328.31,338.72,377372.0,1649203200,0
2022-04-07,337.64,343.82,336.695,342.3,283398.0,1649289600,0
2022-04-08,342.28,343.49,336.95,337.6,366418.0,1649376000,0
2022-04-11,339.13,342.9925,332.72,333.06,396822.0,1649635200,0
2022-04-12,333.18,337.69,331.031,331.88,261346.0,1649721600,0
2022-04-13,331.71,335.46,330.58,334.17,291763.0,1649808000,0
2022-04-14,335.65,342.38,335.57,335.94,232771.0,1649894400,0
2022-04-18,336.21,336.32,331.4,332.76,222835.0,1650240000,0
2022-04-19,335.4,337.22,332.51,335.57,311381.0,1650326400,0
2022-04-20,338.09,348.56,337.19,347.53,338999.0,1650412800,0
2022-04-21,348.95,350.19,338.907,340.76,242100.0,1650499200,0
2022-04-22,338.73,338.73,324.68,325.18,470646.0,1650585600,0
2022-04-25,324.65,327.63,320.47,326.72,317501.0,1650844800,0
2022-04-26,323.93,326.89,321.375,321.55,388574.0,1650931200,0
2022-04-27,322.95,328.335,319.47,323.84,555626.0,1651017600,0
2022-04-28,321.45,325.0,310.35,315.38,707053.0,1651104000,0
2022-04-29,312.67,318.98,311.33,313.45,490526.0,1651190400,0
2022-05-02,316.69,316.69,301.84,306.45,434556.0,1651449600,0
2022-05-03,308.17,312.9,306.02,307.02,287386.0,1651536000,0
2022-05-04,308.88,313.27,302.44,312.1,306599.0,1651622400,0
2022-05-05,311.33,313.2,305.46,311.56,401357.0,1651708800,0
2022-05-06,307.94,314.64,305.3377,308.11,311769.0,1651795200,0
2022-05-09,304.35,305.64,295.56,296.5,406833.0,1652054400,0
2022-05-10,299.62,299.62,289.04,292.5,434077.0,1652140800,0
2022-05-11,291.2,301.28,288.25,288.54,434743.0,1652227200,0
2022-05-12,288.6,290.0,283.025,289.71,355709.0,1652313600,0
2022-05-13,290.88,296.715,288.09,295.89,290063.0,1652400000,0
2022-05-16,294.93,307.35,294.02,303.58,425460.0,1652659200,0
2022-05-17,306.13,310.815,302.55,307.68,389224.0,1652745600,0
2022-05-18,305.89,307.66,300.13,304.0,600193.0,1652832000,0
2022-05-19,299.88,313.98,299.88,309.32,482253.0,1652918400,0
2022-05-20,309.35,314.495,301.3175,309.53,392018.0,1653004800,0
2022-05-23,312.24,314.655,308.91,311.81,316251.0,1653264000,0
2022-05-24,313.11,313.77,304.825,312.59,280617.0,1653350400,0
2022-05-25,311.59,315.91,308.88,314.68,383798.0,1653436800,0
2022-05-26,306.0,306.0,292.79,299.02,590439.0,1653523200,0
2022-05-27,299.58,306.11,297.29,305.08,642755.0,1653609600,0
2022-05-31,302.7,302.7,289.1,290.22,617797.0,1653955200,0
2022-06-01,291.41,292.6053,280.71,287.38,727455.0,1654041600,0
2022-06-02,288.0,291.145,281.54,289.19,526433.0,1654128000,0
2022-06-03,287.61,287.6698,281.1,281.74,314752.0,1654214400,0
2022-06-06,284.4,286.92,281.88,286.65,309638.0,1654473600,0
2022-06-07,286.93,288.46,283.35,288.1,212980.0,1654560000,0
2022-06-08,286.79,288.83,283.14,283.45,205662.0,1654646400,0
2022-06-09,281.97,283.195,276.11,276.99,442619.0,1654732800,0
2022-06-10,273.14,279.33,271.2,276.41,379341.0,1654819200,0
2022-06-13,270.77,271.864,261.03,262.19,412379.0,1655078400,0
2022-06-14,262.11,264.12,256.955,261.69,458753.0,1655164800,0
2022-06-15,264.4,265.35,255.3801,260.34,449259.0,1655251200,0
2022-06-16,255.14,256.88,252.42,254.73,505855.0,1655337600,0
2022-06-17,256.86,259.55,249.78,251.75,777858.0,1655424000,0
2022-06-21,256.26,259.775,254.76,258.58,550682.0,1655769600,0
2022-06-22,256.97,262.73,255.48,260.55,313720.0,1655856000,0
2022-06-23,261.81,266.18,260.74,265.61,339406.0,1655942400,0
2022-06-24,267.65,269.3,262.71,267.13,1424933.0,1656028800,0
2022-06-27,268.9,277.44,266.87,274.56,350001.0,1656288000,0
2022-06-28,275.68,279.98,272.0,272.23,247106.0,1656374400,0
2022-06-29,274.26,282.36,271.81,281.46,418563.0,1656460800,0
2022-06-30,277.93,281.645,276.2,279.61,614433.0,1656547200,0
2022-07-01,279.38,283.59,275.1,282.9,344543.0,1656633600,0
2022-07-05,281.24,281.92,267.58,278.61,403022.0,1656979200,0
2022-07-06,279.16,282.555,278.11,280.72,362704.0,1657065600,0
2022-07-07,281.2,282.77,278.42,279.16,249688.0,1657152000,0
2022-07-08,279.71,288.735,279.71,285.21,282066.0,1657238400,0
2022-07-11,282.35,288.92,282.35,285.99,254787.0,1657497600,0
2022-07-12,285.17,288.95,284.04,285.39,343632.0,1657584000,0
2022-07-13,282.26,287.29,281.25,282.34,227163.0,1657670400,0
2022-07-14,281.5,285.63,278.04,285.07,278942.0,1657756800,0
2022-07-15,290.07,299.38,286.69,298.89,454226.0,1657843200,0
2022-07-18,299.16,301.97,296.55,298.02,351886.0,1658102400,0
2022-07-19,300.72,306.07,299.75,304.95,329424.0,1658188800,0
2022-07-20,303.38,304.32,295.675,299.14,856794.0,1658275200,0
2022-07-21,300.0,303.42,294.72,302.52,340642.0,1658361600,0
2022-07-22,304.18,304.19,298.01,301.67,595418.0,1658448000,0
2022-07-25,303.53,308.37,302.39,307.71,427738.0,1658707200,0
2022-07-26,308.79,309.77,304.39,308.68,281055.0,1658793600,0
2022-07-27,307.54,308.56,302.37,305.85,390946.0,1658880000,0
2022-07-28,305.1,318.31,302.0,317.09,440983.0,1658966400,0
2022-07-29,318.0,328.36,317.01,327.72,399362.0,1659052800,0
2022-08-01,325.84,328.8,321.61,324.95,353751.0,1659312000,0
2022-08-02,324.96,329.72,320.65,327.04,255078.0,1659398400,0
2022-08-03,329.01,330.51,324.63,328.06,262206.0,1659484800,0
2022-08-04,328.38,328.38,321.51,323.32,367135.0,1659571200,0
2022-08-05,322.14,325.29,319.58,324.91,263504.0,1659657600,0
2022-08-08,327.04,329.565,325.6116,327.7,205990.0,1659916800,0
2022-08-09,328.04,333.16,326.56,327.04,283933.0,1660003200,0
2022-08-10,329.48,331.22,325.72,329.77,304861.0,1660089600,0
2022-08-11,330.16,331.19,327.0,328.4,234108.0,1660176000,0
2022-08-12,329.31,333.0825,328.65,332.43,283086.0,1660262400,0
2022-08-15,330.33,336.725,327.535,333.39,354724.0,1660521600,0
2022-08-16,332.63,335.63,331.23,334.43,310242.0,1660608000,0
2022-08-17,332.22,333.35,329.3,331.92,191396.0,1660694400,0
2022-08-18,332.75,332.75,326.8,328.79,411796.0,1660780800,0
2022-08-19,329.17,334.74,327.99,331.71,270916.0,1660867200,0
2022-08-22,327.77,331.2,327.71,329.5,244307.0,1661126400,0
2022-08-23,328.52,328.52,321.695,321.99,353162.0,1661212800,0
2022-08-24,321.79,325.22,320.28,323.93,239196.0,1661299200,0
2022-08-25,324.76,327.91,321.77,327.5,237747.0,1661385600,0
2022-08-26,354.38,361.25,337.37,338.51,1148782.0,1661472000,0
2022-08-29,334.7,346.28,333.01,344.96,527700.0,1661731200,0
2022-08-30,345.85,346.4784,335.58,335.99,401699.0,1661817600,0
2022-08-31,336.33,342.41,333.2,337.37,742850.0,1661904000,0
2022-09-01,336.92,341.695,335.51,341.12,347059.0,1661990400,0
2022-09-02,343.02,344.53,335.64,338.22,314049.0,1662076800,0
2022-09-06,338.0,346.98,335.8,338.69,458869.0,1662422400,0
2022-09-07,338.68,346.59,335.3,346.12,336915.0,1662508800,0
2022-09-08,345.31,354.05,343.4,353.42,387841.0,1662595200,0
2022-09-09,354.29,354.41,347.87,348.23,444621.0,1662681600,0
2022-09-12,348.23,350.62,344.86,349.36,406525.0,1662940800,0
2022-09-13,345.36,347.76,342.59,343.39,280156.0,1663027200,0
2022-09-14,343.38,343.85,333.74,336.09,691232.0,1663113600,0
2022-09-15,339.56,345.86,338.89,341.73,652538.0,1663200000,0
2022-09-16,340.58,340.7,333.2025,339.37,1345114.0,1663286400,0
2022-09-19,336.62,344.67,335.01,343.77,764496.0,1663545600,0
2022-09-20,342.0,342.0,336.17,337.9,612930.0,1663632000,0
2022-09-21,339.07,341.9,331.66,331.92,340073.0,1663718400,0
2022-09-22,330.3,332.93,327.01,329.51,357041.0,1663804800,0
2022-09-23,327.72,329.11,323.65,328.74,333674.0,1663891200,0
2022-09-26,325.02,329.81,324.07,326.82,365301.0,1664150400,0
2022-09-27,329.26,333.74,326.72,328.2,312961.0,1664236800,0
2022-09-28,330.0,335.21,324.57,333.6,338934.0,1664323200,0
2022-09-29,333.5,333.5,328.36,331.1,432836.0,1664409600,0
2022-09-30,330.4,338.21,329.2,329.84,442207.0,1664496000,0
2022-10-03,332.34,339.86,330.41,339.33,306596.0,1664755200,0
2022-10-04,340.89,348.61,338.06,348.47,408766.0,1664841600,0
2022-10-05,345.67,356.24,345.07,354.47,430608.0,1664928000,0
2022-10-06,353.27,357.135,351.8,354.07,410097.0,1665014400,0
2022-10-07,348.48,351.36,342.23,348.76,545441.0,1665100800,0
2022-10-10,351.57,353.58,345.58,350.45,292547.0,1665360000,0
2022-10-11,350.53,360.25,349.835,352.69,455746.0,1665446400,0
2022-10-12,354.38,356.04,350.67,351.0,285244.0,1665532800,0
2022-10-13,347.45,359.8,345.85,357.19,341002.0,1665619200,0
2022-10-14,360.52,362.75,348.3144,351.86,516426.0,1665705600,0
2022-10-17,354.96,358.02,351.97,352.46,427476.0,1665964800,0
2022-10-18,357.0,361.03,354.9,359.6,396552.0,1666051200,0
2022-10-19,358.73,359.79,351.46,353.21,577339.0,1666137600,0
2022-10-20,353.5,359.74,351.08,354.36,530189.0,1666224000,0
2022-10-21,353.15,362.24,352.09,360.38,1068912.0,1666310400,0
2022-10-24,361.85,368.86,361.47,364.59,493128.0,1666569600,0
2022-10-25,366.45,371.01,363.34,366.25,567161.0,1666656000,0
2022-10-26,367.72,374.0,366.55,369.23,567501.0,1666742400,0
2022-10-27,372.0,372.125,350.93,351.79,914533.0,1666828800,0
2022-10-28,353.94,356.0132,349.29,354.5,578786.0,1666915200,0
2022-10-31,352.48,364.175,352.48,358.86,672219.0,1667174400,0
2022-11-01,358.0,359.01,352.01,355.97,447500.0,1667260800,0
2022-11-02,355.67,356.14,349.98,350.34,423686.0,1667347200,0
2022-11-03,347.7,355.13,345.03,352.95,327276.0,1667433600,0
2022-11-04,354.26,354.26,324.53,330.55,762182.0,1667520000,0
2022-11-07,331.56,332.82,323.25,330.88,430008.0,1667779200,0
2022-11-08,330.0,340.91,330.0,334.97,391493.0,1667865600,0
2022-11-09,334.21,335.39,325.435,326.8,486067.0,1667952000,0
2022-11-10,334.23,334.23,322.26,329.69,428624.0,1668038400,0
2022-11-11,331.28,331.28,307.7,317.5,748468.0,1668124800,0
2022-11-14,319.57,325.14,313.745,314.68,558707.0,1668384000,0
2022-11-15,316.94,318.54,305.31,312.03,878295.0,1668470400,0
2022-11-16,316.07,317.6717,310.63,312.82,387296.0,1668556800,0
2022-11-17,311.35,318.499,310.57,312.1,444897.0,1668643200,0
2022-11-18,317.0,320.12,314.62,317.75,608598.0,1668729600,0
2022-11-21,317.75,319.055,315.28,316.89,690749.0,1668988800,0
2022-11-22,319.77,319.795,315.0,316.55,578987.0,1669075200,0
2022-11-23,317.0,320.71,316.42,320.58,473994.0,1669161600,0
2022-11-25,321.57,329.22,321.57,327.08,228163.0,1669334400,0
2022-11-28,325.0,329.18,324.91,326.53,560679.0,1669593600,0
2022-11-29,325.39,329.18,322.585,322.72,497122.0,1669680000,0
2022-11-30,322.73,338.18,321.85,336.77,1422678.0,1669766400,0
2022-12-01,338.21,339.43,334.29,334.83,372383.0,1669852800,0
2022-12-02,334.82,340.28,333.38,334.17,437124.0,1669939200,0
2022-12-05,331.4,336.1,330.35,335.11,262896.0,1670198400,0
2022-12-06,334.46,338.69,333.03,335.63,382941.0,1670284800,0
2022-12-07,336.0,341.36,335.05,339.28,381807.0,1670371200,0
2022-12-08,340.67,343.35,338.41,339.75,227962.0,1670457600,0
2022-12-09,340.92,342.52,337.42,341.15,608714.0,1670544000,0
2022-12-12,344.9,355.22,341.12,353.06,705246.0,1670803200,0
2022-12-13,357.3,357.3,341.57,348.7,721685.0,1670889600,0
2022-12-14,346.89,352.54,345.33,349.51,778053.0,1670976000,0
2022-12-15,347.58,350.06,336.565,338.94,784652.0,1671062400,0
2022-12-16,336.47,338.26,330.65,334.89,1222187.0,1671148800,0
2022-12-19,333.61,335.575,328.64,331.65,688779.0,1671408000,0
2022-12-20,331.83,333.28,328.94,329.4,794174.0,1671494400,0
2022-12-21,330.32,333.82,324.18,333.77,409792.0,1671580800,0
2022-12-22,331.24,336.3299,329.375,335.32,203451.0,1671667200,0
2022-12-23,334.39,335.88,332.4,335.08,194859.0,1671753600,0
2022-12-27,336.33,340.32,333.58,334.37,266614.0,1672099200,0
2022-12-28,334.3,336.58,331.56,332.42,165566.0,1672185600,0
2022-12-29,334.88,334.92,332.51,333.27,202684.0,1672272000,0
2022-12-30,331.41,331.41,327.06,330.22,272283.0,1672358400,0
2023-01-03,327.0,328.39,308.7418,318.92,1300578.0,1672704000,0
2023-01-04,320.05,321.85,312.635,313.53,609206.0,1672790400,0
2023-01-05,311.29,312.18,297.9,298.54,848660.0,1672876800,0
2023-01-06,300.36,304.16,299.53,301.7,697848.0,1672963200,0
2023-01-09,303.44,304.5,296.35,296.4,593403.0,1673222400,0
